ID,Date,Time,Weekday,Recipe,Ingredient,Planned Qty,Wastage Qty,Expected Waste Qty,Sales Qty,Unit,Unit Cost,Total Cost,Wastage Cost,Kitchen Station,Shift,Prep Method,Prep Time (mins),Shelf Life (days),Stock Received Date,Expiry Date,Supplier Name,Temperature (°C),Weather Condition,Peak Hour Flag,Branch,Branch Manager,Chef,Status,Chef_Feedback
616,16-Aug-24,12:15,Friday,Brownie,Chocolate,8,2,0,3,grams,180,1440,360,Soup Station,Afternoon,Baked,12,90,11-Aug-24,09-Nov-24,DailyDairy Ltd.,27,Cloudy,TRUE,Los Angeles - Downtown,James,Chef Maria,,
617,19-Apr-25,09:00,Saturday,Fish Fingers,Mixed Veg,33,0,3,32,kg,71,2343,0,Grill Station,Morning,Boiled,49,3,17-Apr-25,20-Apr-25,GreenLeaf Suppliers,29,Sunny,FALSE,New York - Main,Robert,Chef Lee,,
618,21-Jun-24,13:45,Friday,Apple Pie,Mixed Veg,44,12,4,32,kg,71,3124,852,Soup Station,Afternoon,Boiled,41,3,14-Jun-24,17-Jun-24,DailyDairy Ltd.,16,Cold,TRUE,Houston - Central,Emily,Chef Anna,,
619,20-Feb-24,09:45,Tuesday,Brownie,Chocolate,21,1,2,17,grams,166,3486,166,Grill Station,Morning,Baked,18,90,18-Feb-24,18-May-24,Urban Harvest,32,Hot,FALSE,Houston - Central,Emily,Chef Lee,,
620,17-May-25,21:15,Saturday,Grilled Chicken,Chicken,17,1,1,13,kg,231,3927,231,Salad Station,Afternoon,Grilled,18,2,16-May-25,18-May-25,Urban Harvest,31,Hot,FALSE,Houston - Central,Emily,Chef David,,
621,15-Mar-24,20:00,Friday,Cheeseburger,Cheese,36,2,3,33,grams,218,7848,436,Salad Station,Morning,Raw,40,10,11-Mar-24,21-Mar-24,Urban Harvest,28,Sunny,TRUE,New York - Main,Robert,Chef John,,
622,05-Feb-25,14:15,Wednesday,Brownie,Chocolate,24,6,3,15,grams,167,4008,1002,Main Course Station,Night,Baked,17,90,03-Feb-25,04-May-25,Urban Harvest,32,Sunny,FALSE,New York - Main,Robert,Chef Anna,,
623,22-Jun-24,21:30,Saturday,Chocolate Milkshake,Milk,33,9,2,21,liters,51,1683,459,Main Course Station,Afternoon,Boiled,43,4,15-Jun-24,19-Jun-24,GreenLeaf Suppliers,16,Cold,FALSE,Los Angeles - Downtown,James,Chef Maria,,
624,27-Sep-24,09:00,Friday,Smoothie,Mixed Berries,41,11,5,28,grams,272,11152,2992,Main Course Station,Morning,Raw,44,3,21-Sep-24,24-Sep-24,SpiceKart Foods,32,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
625,01-Jan-25,06:00,Wednesday,Iced Tea,Ice Cream,33,2,4,31,pieces,48,1584,96,Soup Station,Morning,Frozen,10,30,29-Dec-24,28-Jan-25,GreenLeaf Suppliers,21,Rainy,FALSE,New York - Main,Robert,Chef John,,
626,17-Apr-24,17:30,Wednesday,Paneer Butter Masala,Paneer,22,4,2,15,kg,255,5610,1020,Soup Station,Afternoon,Fried,29,3,11-Apr-24,14-Apr-24,DailyDairy Ltd.,31,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
627,10-Feb-25,08:45,Monday,Tomato Soup,Tomato,6,1,0,5,kg,45,270,45,Salad Station,Morning,Boiled,22,5,09-Feb-25,14-Feb-25,SpiceKart Foods,31,Hot,FALSE,New York - Main,Robert,Chef Lee,,
628,26-Nov-24,07:45,Tuesday,Grilled Chicken,Chicken,6,1,0,3,kg,223,1338,223,Salad Station,Night,Grilled,56,2,21-Nov-24,23-Nov-24,GreenLeaf Suppliers,17,Cold,FALSE,New York - Main,Robert,Chef Maria,,
629,17-May-25,17:00,Saturday,Soda,Mixed Veg,15,0,2,14,kg,73,1095,0,Salad Station,Morning,Boiled,29,3,12-May-25,15-May-25,DailyDairy Ltd.,18,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
630,05-Jun-24,14:00,Wednesday,Mutton Curry,Mixed Veg,20,2,1,18,kg,65,1300,130,Soup Station,Morning,Boiled,19,3,04-Jun-24,07-Jun-24,FreshFarm Co.,10,Cold,FALSE,New York - Main,Robert,Chef Anna,,
631,25-Jul-24,12:45,Thursday,Ice Cream Sundae,Ice Cream,23,1,3,22,pieces,49,1127,49,Salad Station,Morning,Frozen,40,30,19-Jul-24,18-Aug-24,FreshFarm Co.,20,Rainy,TRUE,Houston - Central,Emily,Chef Anna,,
632,30-Aug-24,13:30,Friday,Spicy Chicken Wings,Chicken,38,6,5,30,kg,225,8550,1350,Pastry Station,Morning,Grilled,59,2,29-Aug-24,31-Aug-24,GreenLeaf Suppliers,31,Hot,TRUE,Houston - Central,Emily,Chef John,,
633,03-Nov-24,09:30,Sunday,Apple Pie,Mixed Veg,19,3,2,15,kg,76,1444,228,Grill Station,Afternoon,Boiled,42,3,31-Oct-24,03-Nov-24,FreshFarm Co.,22,Cloudy,FALSE,Houston - Central,Emily,Chef Lee,,
634,29-Jan-25,13:30,Wednesday,Chocolate Milkshake,Milk,13,0,1,10,liters,58,754,0,Main Course Station,Night,Boiled,48,4,22-Jan-25,26-Jan-25,FreshFarm Co.,25,Cloudy,TRUE,Houston - Central,Emily,Chef John,,
635,31-Mar-25,11:00,Monday,Grilled Chicken,Chicken,5,0,0,4,kg,260,1300,0,Salad Station,Morning,Grilled,14,2,30-Mar-25,01-Apr-25,GreenLeaf Suppliers,25,Sunny,FALSE,New York - Main,Robert,Chef Anna,,
636,22-Dec-24,16:15,Sunday,Ice Cream Sundae,Ice Cream,24,2,2,22,pieces,53,1272,106,Main Course Station,Morning,Frozen,12,30,19-Dec-24,18-Jan-25,FreshFarm Co.,23,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
637,04-Aug-24,19:15,Sunday,Pasta Alfredo,Pasta,31,3,4,26,kg,113,3503,339,Main Course Station,Morning,Boiled,59,365,01-Aug-24,01-Aug-25,SpiceKart Foods,27,Sunny,TRUE,Houston - Central,Emily,Chef Lee,,
638,30-Nov-24,06:45,Saturday,Brownie,Chocolate,32,3,3,28,grams,184,5888,552,Grill Station,Afternoon,Baked,43,90,29-Nov-24,27-Feb-25,DailyDairy Ltd.,30,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
639,16-Apr-24,14:15,Tuesday,Soda,Mixed Veg,19,5,2,14,kg,68,1292,340,Soup Station,Morning,Boiled,33,3,13-Apr-24,16-Apr-24,GreenLeaf Suppliers,31,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
640,26-Dec-24,09:15,Thursday,Cheesecake,Cheese,15,0,1,14,grams,194,2910,0,Soup Station,Night,Raw,48,10,24-Dec-24,03-Jan-25,SpiceKart Foods,33,Hot,FALSE,New York - Main,Robert,Chef Lee,,
641,05-Mar-24,13:30,Tuesday,Veg Fried Rice,Rice,18,4,1,13,kg,82,1476,328,Main Course Station,Night,Boiled,23,180,28-Feb-24,26-Aug-24,Urban Harvest,23,Rainy,TRUE,Houston - Central,Emily,Chef John,,
642,25-Mar-25,21:30,Tuesday,Smoothie,Mixed Berries,34,6,4,27,grams,276,9384,1656,Grill Station,Morning,Raw,38,3,21-Mar-25,24-Mar-25,Urban Harvest,21,Rainy,FALSE,Houston - Central,Emily,Chef John,,
643,28-Mar-24,14:15,Thursday,Fish Fingers,Mixed Veg,19,4,2,13,kg,76,1444,304,Salad Station,Night,Boiled,60,3,25-Mar-24,28-Mar-24,FreshFarm Co.,31,Hot,FALSE,New York - Main,Robert,Chef Maria,,
644,07-Jun-24,09:00,Friday,Veg Fried Rice,Rice,43,3,5,38,kg,96,4128,288,Salad Station,Afternoon,Boiled,16,180,05-Jun-24,02-Dec-24,GreenLeaf Suppliers,15,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
645,13-Mar-24,08:00,Wednesday,Smoothie,Mixed Berries,12,1,1,9,grams,323,3876,323,Pastry Station,Morning,Raw,23,3,06-Mar-24,09-Mar-24,GreenLeaf Suppliers,26,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
646,19-Oct-24,17:45,Saturday,Soda,Mixed Veg,39,7,5,30,kg,64,2496,448,Grill Station,Morning,Boiled,39,3,17-Oct-24,20-Oct-24,DailyDairy Ltd.,32,Sunny,FALSE,Los Angeles - Downtown,James,Chef David,,
647,04-Sep-24,20:00,Wednesday,Fish Fingers,Mixed Veg,34,7,3,27,kg,71,2414,497,Main Course Station,Morning,Boiled,12,3,29-Aug-24,01-Sep-24,Urban Harvest,35,Hot,TRUE,New York - Main,Robert,Chef John,,
648,27-Feb-24,16:30,Tuesday,Chocolate Milkshake,Milk,48,6,4,41,liters,56,2688,336,Main Course Station,Afternoon,Boiled,12,4,23-Feb-24,27-Feb-24,DailyDairy Ltd.,13,Cold,FALSE,Houston - Central,Emily,Chef David,,
649,28-Oct-24,13:45,Monday,Smoothie,Mixed Berries,30,6,3,21,grams,318,9540,1908,Salad Station,Afternoon,Raw,18,3,27-Oct-24,30-Oct-24,DailyDairy Ltd.,22,Cloudy,TRUE,Houston - Central,Emily,Chef Maria,,
650,22-Feb-25,09:00,Saturday,Mushroom Soup,Tomato,8,1,0,6,kg,47,376,47,Salad Station,Afternoon,Boiled,36,5,18-Feb-25,23-Feb-25,SpiceKart Foods,13,Cold,FALSE,New York - Main,Robert,Chef Maria,,
651,30-Mar-24,11:15,Saturday,Cheeseburger,Cheese,17,3,2,13,grams,220,3740,660,Soup Station,Afternoon,Raw,33,10,26-Mar-24,05-Apr-24,Urban Harvest,23,Cloudy,FALSE,New York - Main,Robert,Chef John,,
652,19-Aug-24,09:30,Monday,Tacos,Mixed Veg,43,10,3,32,kg,75,3225,750,Salad Station,Morning,Boiled,15,3,16-Aug-24,19-Aug-24,DailyDairy Ltd.,32,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
653,30-Aug-24,18:30,Friday,Ice Cream Sundae,Ice Cream,48,12,4,34,pieces,52,2496,624,Salad Station,Night,Frozen,47,30,29-Aug-24,28-Sep-24,FreshFarm Co.,32,Hot,FALSE,Los Angeles - Downtown,James,Chef David,,
654,25-Aug-24,17:30,Sunday,Chocolate Milkshake,Milk,37,3,4,34,liters,50,1850,150,Pastry Station,Afternoon,Boiled,23,4,22-Aug-24,26-Aug-24,GreenLeaf Suppliers,28,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
655,17-May-25,11:15,Saturday,Tomato Soup,Tomato,45,0,6,44,kg,44,1980,0,Pastry Station,Morning,Boiled,35,5,12-May-25,17-May-25,Urban Harvest,29,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
656,14-Jun-24,15:15,Friday,Cheesecake,Cheese,30,1,3,26,grams,194,5820,194,Soup Station,Night,Raw,42,10,13-Jun-24,23-Jun-24,Urban Harvest,25,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
657,10-Feb-24,20:15,Saturday,Paneer Butter Masala,Paneer,44,7,4,37,kg,294,12936,2058,Soup Station,Afternoon,Fried,29,3,08-Feb-24,11-Feb-24,FreshFarm Co.,25,Rainy,TRUE,New York - Main,Robert,Chef Maria,,
658,29-May-25,11:15,Thursday,Brownie,Chocolate,50,2,5,46,grams,166,8300,332,Main Course Station,Night,Baked,26,90,28-May-25,26-Aug-25,DailyDairy Ltd.,16,Cold,FALSE,New York - Main,Robert,Chef Lee,,
659,07-Apr-24,12:15,Sunday,Mushroom Soup,Tomato,20,5,2,15,kg,43,860,215,Grill Station,Night,Boiled,13,5,04-Apr-24,09-Apr-24,GreenLeaf Suppliers,20,Rainy,TRUE,Houston - Central,Emily,Chef David,,
660,19-Jan-24,11:30,Friday,Fish Fingers,Mixed Veg,26,4,3,22,kg,72,1872,288,Grill Station,Morning,Boiled,39,3,18-Jan-24,21-Jan-24,Urban Harvest,25,Sunny,FALSE,Houston - Central,Emily,Chef John,,
661,26-Jun-24,09:15,Wednesday,Apple Pie,Mixed Veg,43,9,3,34,kg,73,3139,657,Pastry Station,Afternoon,Boiled,31,3,25-Jun-24,28-Jun-24,SpiceKart Foods,21,Rainy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
662,29-Apr-24,20:30,Monday,Chocolate Milkshake,Milk,34,7,3,25,liters,58,1972,406,Soup Station,Morning,Boiled,12,4,24-Apr-24,28-Apr-24,DailyDairy Ltd.,17,Cold,TRUE,Houston - Central,Emily,Chef Anna,,
663,10-Jan-24,15:30,Wednesday,Smoothie,Mixed Berries,42,5,6,34,grams,291,12222,1455,Soup Station,Morning,Raw,24,3,05-Jan-24,08-Jan-24,Urban Harvest,10,Cold,FALSE,Los Angeles - Downtown,James,Chef Maria,,
664,17-Feb-25,14:30,Monday,Grilled Chicken,Chicken,38,4,5,34,kg,225,8550,900,Soup Station,Morning,Grilled,28,2,14-Feb-25,16-Feb-25,FreshFarm Co.,17,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
665,09-Aug-24,14:00,Friday,Brownie,Chocolate,24,6,2,16,grams,177,4248,1062,Salad Station,Morning,Baked,34,90,05-Aug-24,03-Nov-24,GreenLeaf Suppliers,35,Hot,FALSE,New York - Main,Robert,Chef Anna,,
666,05-Jan-25,11:00,Sunday,Pasta Alfredo,Pasta,24,5,2,17,kg,103,2472,515,Grill Station,Morning,Boiled,13,365,29-Dec-24,29-Dec-25,DailyDairy Ltd.,31,Hot,FALSE,New York - Main,Robert,Chef Anna,,
667,19-Mar-25,16:15,Wednesday,Grilled Chicken,Chicken,16,4,1,10,kg,255,4080,1020,Salad Station,Morning,Grilled,23,2,14-Mar-25,16-Mar-25,Urban Harvest,24,Rainy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
668,09-Feb-24,07:15,Friday,Grilled Chicken,Chicken,39,2,5,34,kg,256,9984,512,Soup Station,Night,Grilled,13,2,02-Feb-24,04-Feb-24,FreshFarm Co.,29,Hot,FALSE,New York - Main,Robert,Chef Maria,,
669,07-Jan-25,17:15,Tuesday,Mutton Curry,Mixed Veg,28,7,2,18,kg,64,1792,448,Grill Station,Morning,Boiled,53,3,02-Jan-25,05-Jan-25,Urban Harvest,22,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
670,26-Mar-25,17:30,Wednesday,Cheesecake,Cheese,8,1,1,7,grams,218,1744,218,Soup Station,Afternoon,Raw,30,10,24-Mar-25,03-Apr-25,Urban Harvest,32,Sunny,FALSE,Houston - Central,Emily,Chef John,,
671,16-Jul-24,09:45,Tuesday,Cheesecake,Cheese,17,4,2,10,grams,201,3417,804,Grill Station,Night,Raw,56,10,10-Jul-24,20-Jul-24,FreshFarm Co.,12,Cold,FALSE,Los Angeles - Downtown,James,Chef Anna,,
672,22-Mar-25,11:00,Saturday,Paneer Butter Masala,Paneer,16,3,2,13,kg,305,4880,915,Salad Station,Morning,Fried,13,3,17-Mar-25,20-Mar-25,DailyDairy Ltd.,31,Sunny,FALSE,New York - Main,Robert,Chef Anna,,
673,22-Jan-25,20:00,Wednesday,Pasta Alfredo,Pasta,16,1,2,13,kg,113,1808,113,Pastry Station,Night,Boiled,53,365,15-Jan-25,15-Jan-26,GreenLeaf Suppliers,12,Cold,TRUE,New York - Main,Robert,Chef Anna,,
674,30-Apr-24,12:45,Tuesday,Mutton Curry,Mixed Veg,32,2,4,29,kg,75,2400,150,Pastry Station,Night,Boiled,11,3,28-Apr-24,01-May-24,DailyDairy Ltd.,31,Hot,TRUE,Los Angeles - Downtown,James,Chef Lee,,
675,26-May-24,10:00,Sunday,Tacos,Mixed Veg,10,1,1,7,kg,68,680,68,Pastry Station,Night,Boiled,35,3,21-May-24,24-May-24,SpiceKart Foods,20,Rainy,FALSE,Houston - Central,Emily,Chef Lee,,
676,04-Aug-24,11:15,Sunday,Ice Cream Sundae,Ice Cream,5,0,0,5,pieces,52,260,0,Main Course Station,Morning,Frozen,47,30,03-Aug-24,02-Sep-24,FreshFarm Co.,22,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
677,13-Feb-25,16:45,Thursday,Smoothie,Mixed Berries,38,6,4,31,grams,292,11096,1752,Soup Station,Morning,Raw,41,3,12-Feb-25,15-Feb-25,DailyDairy Ltd.,34,Hot,FALSE,New York - Main,Robert,Chef John,,
678,09-Feb-24,13:00,Friday,Fish Fingers,Mixed Veg,16,1,2,13,kg,66,1056,66,Grill Station,Afternoon,Boiled,19,3,04-Feb-24,07-Feb-24,FreshFarm Co.,26,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
679,08-May-25,09:30,Thursday,Ice Cream Sundae,Ice Cream,50,4,6,45,pieces,46,2300,184,Salad Station,Morning,Frozen,36,30,06-May-25,05-Jun-25,Urban Harvest,28,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
680,04-Jun-24,19:00,Tuesday,Paneer Butter Masala,Paneer,45,4,6,38,kg,272,12240,1088,Salad Station,Morning,Fried,19,3,01-Jun-24,04-Jun-24,FreshFarm Co.,25,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
681,27-Oct-24,15:00,Sunday,Spicy Chicken Wings,Chicken,18,1,1,16,kg,225,4050,225,Main Course Station,Afternoon,Grilled,44,2,24-Oct-24,26-Oct-24,SpiceKart Foods,28,Cloudy,FALSE,New York - Main,Robert,Chef John,,
682,01-May-24,21:15,Wednesday,Cheeseburger,Cheese,37,7,4,28,grams,183,6771,1281,Main Course Station,Afternoon,Raw,51,10,26-Apr-24,06-May-24,FreshFarm Co.,25,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
683,25-Jan-24,19:30,Thursday,Mushroom Soup,Tomato,43,7,4,33,kg,47,2021,329,Pastry Station,Night,Boiled,32,5,24-Jan-24,29-Jan-24,Urban Harvest,31,Sunny,TRUE,New York - Main,Robert,Chef Maria,,
684,28-Feb-25,17:00,Friday,Spicy Chicken Wings,Chicken,17,3,1,12,kg,262,4454,786,Grill Station,Afternoon,Grilled,16,2,25-Feb-25,27-Feb-25,Urban Harvest,20,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
685,16-Nov-24,11:30,Saturday,Soda,Mixed Veg,38,7,5,29,kg,63,2394,441,Grill Station,Morning,Boiled,59,3,12-Nov-24,15-Nov-24,DailyDairy Ltd.,17,Cold,FALSE,Los Angeles - Downtown,James,Chef Lee,,
686,16-Jan-25,15:30,Thursday,Ice Cream Sundae,Ice Cream,41,11,4,30,pieces,54,2214,594,Soup Station,Afternoon,Frozen,36,30,10-Jan-25,09-Feb-25,GreenLeaf Suppliers,11,Cold,FALSE,New York - Main,Robert,Chef David,,
687,20-Jun-24,11:00,Thursday,Cheesecake,Cheese,49,13,6,35,grams,210,10290,2730,Pastry Station,Morning,Raw,54,10,16-Jun-24,26-Jun-24,FreshFarm Co.,30,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
688,02-Aug-24,13:45,Friday,Smoothie,Mixed Berries,32,4,4,25,grams,314,10048,1256,Salad Station,Morning,Raw,39,3,31-Jul-24,03-Aug-24,DailyDairy Ltd.,32,Hot,TRUE,New York - Main,Robert,Chef Maria,,
689,18-Jan-24,06:30,Thursday,Chocolate Milkshake,Milk,40,11,4,29,liters,58,2320,638,Salad Station,Morning,Boiled,44,4,13-Jan-24,17-Jan-24,SpiceKart Foods,32,Hot,FALSE,New York - Main,Robert,Chef David,,
690,30-Mar-25,13:45,Sunday,Fish Fingers,Mixed Veg,7,1,0,6,kg,65,455,65,Pastry Station,Morning,Boiled,23,3,25-Mar-25,28-Mar-25,DailyDairy Ltd.,28,Sunny,TRUE,Houston - Central,Emily,Chef Anna,,
691,17-Feb-24,06:30,Saturday,Mushroom Soup,Tomato,30,3,3,25,kg,43,1290,129,Pastry Station,Night,Boiled,57,5,14-Feb-24,19-Feb-24,GreenLeaf Suppliers,26,Rainy,FALSE,Los Angeles - Downtown,James,Chef John,,
692,25-Feb-24,14:30,Sunday,Soda,Mixed Veg,31,4,3,24,kg,68,2108,272,Grill Station,Morning,Boiled,50,3,19-Feb-24,22-Feb-24,FreshFarm Co.,31,Sunny,FALSE,Houston - Central,Emily,Chef David,,
693,21-Aug-24,14:45,Wednesday,Fish Fingers,Mixed Veg,49,4,6,45,kg,67,3283,268,Grill Station,Morning,Boiled,32,3,18-Aug-24,21-Aug-24,FreshFarm Co.,29,Hot,FALSE,New York - Main,Robert,Chef Lee,,
694,24-Oct-24,10:00,Thursday,Cheeseburger,Cheese,49,3,6,45,grams,218,10682,654,Grill Station,Night,Raw,50,10,20-Oct-24,30-Oct-24,DailyDairy Ltd.,33,Hot,FALSE,New York - Main,Robert,Chef Maria,,
695,05-Nov-24,08:45,Tuesday,Pasta Alfredo,Pasta,50,3,4,45,kg,111,5550,333,Main Course Station,Afternoon,Boiled,57,365,02-Nov-24,02-Nov-25,Urban Harvest,10,Cold,FALSE,Los Angeles - Downtown,James,Chef Maria,,
696,06-Jul-24,17:15,Saturday,Cheeseburger,Cheese,17,2,2,14,grams,199,3383,398,Main Course Station,Morning,Raw,19,10,29-Jun-24,09-Jul-24,Urban Harvest,11,Cold,FALSE,New York - Main,Robert,Chef Lee,,
697,25-Dec-24,14:00,Wednesday,Chicken Biryani,Chicken,38,2,3,36,kg,246,9348,492,Grill Station,Night,Grilled,21,2,22-Dec-24,24-Dec-24,DailyDairy Ltd.,16,Cold,FALSE,New York - Main,Robert,Chef David,,
698,30-Jun-24,06:00,Sunday,Fish Fingers,Mixed Veg,36,3,4,33,kg,73,2628,219,Main Course Station,Night,Boiled,46,3,23-Jun-24,26-Jun-24,GreenLeaf Suppliers,21,Rainy,FALSE,Houston - Central,Emily,Chef Anna,,
699,31-Aug-24,14:30,Saturday,Cheesecake,Cheese,18,2,2,15,grams,214,3852,428,Salad Station,Afternoon,Raw,49,10,29-Aug-24,08-Sep-24,FreshFarm Co.,21,Rainy,FALSE,Houston - Central,Emily,Chef John,,
700,07-Aug-24,22:45,Wednesday,Ice Cream Sundae,Ice Cream,10,1,0,9,pieces,52,520,52,Grill Station,Morning,Frozen,15,30,01-Aug-24,31-Aug-24,DailyDairy Ltd.,34,Hot,FALSE,New York - Main,Robert,Chef Anna,,
701,21-Mar-25,10:15,Friday,Ice Cream Sundae,Ice Cream,6,1,0,4,pieces,48,288,48,Grill Station,Afternoon,Frozen,38,30,16-Mar-25,15-Apr-25,SpiceKart Foods,20,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
702,14-Nov-24,09:45,Thursday,Veg Fried Rice,Rice,45,5,5,39,kg,89,4005,445,Salad Station,Morning,Boiled,12,180,07-Nov-24,06-May-25,FreshFarm Co.,16,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
703,19-Dec-24,11:15,Thursday,Smoothie,Mixed Berries,24,2,2,19,grams,313,7512,626,Salad Station,Night,Raw,15,3,15-Dec-24,18-Dec-24,SpiceKart Foods,11,Cold,FALSE,Los Angeles - Downtown,James,Chef David,,
704,08-May-25,22:30,Thursday,Mutton Curry,Mixed Veg,12,1,1,9,kg,66,792,66,Salad Station,Night,Boiled,58,3,02-May-25,05-May-25,DailyDairy Ltd.,30,Sunny,FALSE,New York - Main,Robert,Chef Lee,,
705,06-Dec-24,17:15,Friday,Tomato Soup,Tomato,48,3,4,42,kg,46,2208,138,Soup Station,Afternoon,Boiled,27,5,03-Dec-24,08-Dec-24,DailyDairy Ltd.,32,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
706,19-Jan-25,09:30,Sunday,Tacos,Mixed Veg,36,10,3,26,kg,72,2592,720,Salad Station,Night,Boiled,28,3,14-Jan-25,17-Jan-25,Urban Harvest,25,Rainy,FALSE,New York - Main,Robert,Chef David,,
707,13-May-24,06:30,Monday,Chicken Biryani,Chicken,26,3,2,23,kg,255,6630,765,Pastry Station,Afternoon,Grilled,60,2,09-May-24,11-May-24,Urban Harvest,14,Cold,FALSE,New York - Main,Robert,Chef John,,
708,20-Apr-25,12:30,Sunday,Veg Fried Rice,Rice,17,1,1,15,kg,96,1632,96,Grill Station,Morning,Boiled,52,180,19-Apr-25,16-Oct-25,DailyDairy Ltd.,30,Sunny,TRUE,New York - Main,Robert,Chef Lee,,
709,11-Sep-24,07:45,Wednesday,Brownie,Chocolate,7,1,0,4,grams,167,1169,167,Pastry Station,Morning,Baked,41,90,06-Sep-24,05-Dec-24,Urban Harvest,22,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
710,23-Sep-24,16:00,Monday,Smoothie,Mixed Berries,20,4,1,14,grams,295,5900,1180,Pastry Station,Morning,Raw,12,3,20-Sep-24,23-Sep-24,FreshFarm Co.,28,Sunny,FALSE,Los Angeles - Downtown,James,Chef Lee,,
711,06-Jan-25,06:45,Monday,Chicken Biryani,Chicken,28,7,3,20,kg,240,6720,1680,Salad Station,Morning,Grilled,45,2,30-Dec-24,01-Jan-25,Urban Harvest,22,Cloudy,FALSE,New York - Main,Robert,Chef Anna,,
712,19-Dec-24,19:15,Thursday,Mutton Curry,Mixed Veg,28,5,2,23,kg,73,2044,365,Soup Station,Morning,Boiled,41,3,13-Dec-24,16-Dec-24,Urban Harvest,22,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
713,15-Mar-24,20:45,Friday,Ice Cream Sundae,Ice Cream,41,3,5,36,pieces,49,2009,147,Grill Station,Morning,Frozen,35,30,14-Mar-24,13-Apr-24,GreenLeaf Suppliers,23,Cloudy,TRUE,Houston - Central,Emily,Chef Maria,,
714,09-Jun-24,10:15,Sunday,Grilled Chicken,Chicken,36,9,4,26,kg,240,8640,2160,Salad Station,Night,Grilled,39,2,06-Jun-24,08-Jun-24,SpiceKart Foods,23,Rainy,FALSE,Los Angeles - Downtown,James,Chef John,,
715,09-Sep-24,22:15,Monday,Soda,Mixed Veg,34,10,4,21,kg,75,2550,750,Soup Station,Afternoon,Boiled,24,3,04-Sep-24,07-Sep-24,DailyDairy Ltd.,23,Rainy,FALSE,Houston - Central,Emily,Chef John,,
716,12-Dec-24,15:45,Thursday,Spicy Chicken Wings,Chicken,38,7,4,31,kg,261,9918,1827,Salad Station,Afternoon,Grilled,20,2,05-Dec-24,07-Dec-24,GreenLeaf Suppliers,24,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Anna,,
717,17-Jul-24,15:15,Wednesday,Brownie,Chocolate,44,11,5,33,grams,197,8668,2167,Pastry Station,Afternoon,Baked,12,90,10-Jul-24,08-Oct-24,FreshFarm Co.,25,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
718,15-Oct-24,06:30,Tuesday,Cheeseburger,Cheese,49,13,4,33,grams,191,9359,2483,Salad Station,Morning,Raw,34,10,12-Oct-24,22-Oct-24,GreenLeaf Suppliers,24,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
719,11-Apr-24,17:15,Thursday,Grilled Chicken,Chicken,7,1,1,5,kg,226,1582,226,Soup Station,Morning,Grilled,38,2,08-Apr-24,10-Apr-24,Urban Harvest,15,Cold,FALSE,New York - Main,Robert,Chef Lee,,
720,12-May-25,17:00,Monday,Cheesecake,Cheese,7,0,0,4,grams,190,1330,0,Salad Station,Morning,Raw,53,10,09-May-25,19-May-25,Urban Harvest,25,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
721,07-Feb-25,12:45,Friday,Chicken Biryani,Chicken,43,3,5,40,kg,261,11223,783,Soup Station,Morning,Grilled,56,2,01-Feb-25,03-Feb-25,FreshFarm Co.,20,Rainy,TRUE,Houston - Central,Emily,Chef John,,
722,17-Oct-24,11:30,Thursday,Tomato Soup,Tomato,30,6,3,22,kg,46,1380,276,Grill Station,Morning,Boiled,58,5,10-Oct-24,15-Oct-24,SpiceKart Foods,34,Hot,FALSE,New York - Main,Robert,Chef Lee,,
